	Gene	Chr	Gene Start	Gene End	nSNPs	TopSNP	TopSNP Pos	TopSNP P-Value
8420	LAMP2	chrX	119572643	119602847	134	chrX_119612674_D	119612674.0	0.01219
8421	LAMP3	chr3	182875900	182881626	144	rs11543123	182880495.0	0.001486
8422	LAMP5	chr20	9495007	9511171	127	chr20_9499554_I	9499554.0	0.03487
8423	LAMTOR1	chr11	71809582	71814326	53	rs12807065	71814733.0	0.01844
8424	LAMTOR2	chr1	156025286	156028297	34	chr1_156028534_I	156028534.0	3.761e-05
8425	LAMTOR3	chr4	100802649	100815585	56	rs11931053	100823058.0	0.0006232
8426	LAMTOR4	chr7	99751108	99753567	37	chr7_99745806_I	99745806.0	0.05596
8427	LAMTOR5	chr1	110946230	110950286	73	chr1_110951395_D	110951395.0	0.004712
8428	LANCL1	chr2	211319982	211341429	146	rs77497392	211334242.0	0.03897
8429	LANCL2	chr7	55495748	55499099	56	rs62457875	55502399.0	0.03828
8430	LANCL3	chrX	37430904	37536647	204	rs5963783	37469720.0	0.003408
8431	LAP3	chr4	17587391	17609595	124	rs1006723	17618524.0	0.006553
8432	LAPTM4A	chr2	20232929	20235004	79	rs13029056	20242558.0	0.01741
8433	LAPTM4B	chr8	98788076	98831392	320	rs17753886	98823965.0	0.003429
8434	LAPTM5	chr1	31214535	31230604	82	rs1050663	31215364.0	0.001104
8435	LARGE1	chr22	34046360	34053202	63	chr22_34056819_D	34056819.0	0.07173
8436	LARGE2	chr11	45949586	45950647	47	rs56148819	45944290.0	0.0001752
8437	LARP1	chr5	154190947	154193480	44	rs3867430	154200612.0	0.002981
8438	LARP1B	chr4	128998995	129043507	192	rs193061862	129004819.0	0.02159
8439	LARP4	chr12	50834261	50848745	65	rs74593630	50835758.0	0.03528
8440	LARP4B	chr10	860701	861655	63	rs10904571	850762.0	0.0004168
8441	LARP6	chr15	71143827	71146347	37	rs76591056	71142891.0	0.01727
8442	LARP7	chr4	113576518	113578748	57	rs143825035	113588736.0	0.02967
8443	LARS	chr5	145552253	145562038	127	chr5_145563616_I	145563616.0	0.02491
8444	LARS2	chr3	45583085	45589046	71	chr3_45581228_I	45581228.0	0.04896
8445	LAS1L	chrX	64740308	64743497	13	rs139898791	64739077.0	0.1267
8446	LASP1	chr17	37070649	37073090	81	rs573556	37082081.0	0.009464
8447	LAT	chr16	29000897	29001776	39	rs6565300	28993049.0	0.05755
8448	LAT2	chr7	73634787	73643402	37	rs186896459	73642658.0	0.007686
8449	LATS1	chr6	150005539	150039160	82	rs185418686	150025619.0	0.001502
8450	LATS2	chr13	21563148	21597268	171	rs140549582	21572817.0	0.08105
8451	LAX1	chr1	203738765	203745361	116	rs192695265	203736519.0	0.007538
8452	LAYN	chr11	111412276	111422141	42	rs118062854	111417182.0	0.001899
8453	LBH	chr2	30457131	30480566	142	chr2_30447486_I	30447486.0	0.01631
8454	LBHD1	chr11	62437180	62438157	31	rs150258448	62428562.0	0.0165
8455	LBP	chr20	36974758	37005665	221	rs117012873	37001702.0	0.006231
8456	LBR	chr1	225611622	225615599	68	rs6702433	225603103.0	0.009142
8457	LBX1	chr10	102986732	102989551	42	rs118122268	102989927.0	0.03173
8458	LBX2	chr2	74724957	74730343	30	rs17722476	74729130.0	0.0354
8459	LCA5	chr6	80197544	80247175	178	rs117112423	80252571.0	0.01824
8460	LCA5L	chr21	40815384	40817679	86	rs2410128	40805517.0	0.1645
8461	LCAT	chr16	67976301	67977047	22	rs59600980	67972257.0	7.749e-06
8462	LCE1A	chr1	152799948	152800573	26	rs115804937	152797307.0	0.02593
8463	LCE1B	chr1	152784446	152785585	52	rs17670505	152780522.0	0.01398
8464	LCE1C	chr1	152777701	152779104	71	rs41268490	152770503.0	0.003091
8465	LCE1D	chr1	152769226	152770657	93	rs41268490	152770503.0	0.003091
8466	LCE1E	chr1	152758752	152760902	90	rs41268490	152770503.0	0.003091
8467	LCE1F	chr1	152748847	152749445	62	rs872180	152749328.0	0.01086
8468	LCE2A	chr1	152670839	152671918	74	rs116237704	152661138.0	0.0983
8469	LCE2B	chr1	152658598	152659877	87	rs116237704	152661138.0	0.0983
8470	LCE2C	chr1	152647770	152649050	45	rs79848305	152650686.0	0.12
8471	LCE2D	chr1	152635871	152637135	36	rs79024265	152632654.0	0.2034
8472	LCE3A	chr1	152595309	152595579	96	rs72702813	152600854.0	0.008926
8473	LCE3B	chr1	152586286	152586574	56	rs68127463	152590124.0	0.02057
8474	LCE3C	chr1	152573137	152573562	3	rs149932671	152578916.0	0.2783
8475	LCE3D	chr1	152551856	152552980	30	rs4112789	152555005.0	0.0311
8476	LCE3E	chr1	152538129	152539248	58	rs78932044	152529438.0	0.004789
8477	LCE4A	chr1	152681522	152681910	53	chr1_152688262_I	152688262.0	0.006399
8478	LCE5A	chr1	152483319	152484653	68	rs181629038	152492977.0	0.05195
8479	LCE6A	chr1	152815343	152816459	23	rs77107769	152813598.0	0.06215
8480	LCK	chr1	32741220	32742774	16	rs113342389	32738063.0	0.0341
8481	LCLAT1	chr2	30670268	30785059	511	rs13025287	30730111.0	0.01738
8482	LCMT1	chr16	25186066	25189549	48	rs111254682	25180648.0	0.09656
8483	LCMT2	chr15	43620483	43622780	45	rs12102205	43629405.0	0.0003836
8484	LCN1	chr9	138413300	138418378	114	rs59012839	138419280.0	0.003541
8485	LCN2	chr9	130913947	130915732	36	rs143367965	130908936.0	0.1694
8486	LCN6	chr9	139639168	139640301	69	chr9_139642141_D	139642141.0	0.05596
8487	LCN8	chr9	139648837	139651507	104	chr9_139642141_D	139642141.0	0.05596
8488	LCN9	chr9	138557067	138558268	107	chr9_138555641_D	138555641.0	0.007498
8489	LCN10	chr9	139633976	139637355	77	rs115005960	139625380.0	0.03964
8490	LCN12	chr9	139848312	139849949	90	rs12004799	139843204.0	0.05874
8491	LCN15	chr9	139654087	139660707	126	rs35341952	139650619.0	0.05819
8492	LCNL1	chr9	139878453	139880862	50	rs11145961	139872992.0	0.07544
8493	LCOR	chr10	98708979	98718272	21	rs61858089	98716653.0	0.001699
8494	LCORL	chr4	17961868	18023378	237	rs1993638	18012023.0	0.00707
8495	LCP1	chr13	46733150	46756339	136	chr13_46750491_I	46750491.0	0.008846
8496	LCP2	chr5	169714720	169724788	81	rs315718	169711996.0	0.1127
8497	LCT	chr2	136551906	136570529	93	rs16832006	136543147.0	0.05191
8498	LCTL	chr15	66856615	66858231	102	rs56311235	66860006.0	0.002898
8499	LDAH	chr2	20988648	21022870	98	chr2_21025260_D	21025260.0	0.07996
8500	LDB1	chr10	103870386	103880205	64	rs76998820	103877902.0	0.0006412
8501	LDB2	chr4	16587598	16628616	239	rs7441259	16636535.0	0.001211
8502	LDB3	chr10	88478486	88486208	87	rs191896257	88494827.0	0.1973
8503	LDHA	chr11	18424081	18429287	118	rs139946387	18436578.0	0.05577
8504	LDHAL6A	chr11	18477430	18501147	148	rs112513839	18495928.0	0.05362
8505	LDHAL6B	chr15	59499041	59500705	114	rs72746825	59504677.0	0.04035
8506	LDHB	chr12	21807288	21810905	96	rs142218840	21819410.0	0.08347
8507	LDHC	chr11	18434264	18472674	282	rs139946387	18436578.0	0.05577
8508	LDHD	chr16	75148423	75150653	83	rs28770906	75158550.0	0.04508
8509	LDLR	chr19	11238222	11244197	162	rs17249001	11241428.0	0.03918
8510	LDLRAD1	chr1	54474616	54483856	121	rs59071298	54476972.0	0.019
8511	LDLRAD2	chr1	22147989	22149041	72	rs114215930	22145188.0	0.03088
8512	LDLRAD3	chr11	36184848	36248979	370	rs185585927	36183041.0	0.0003218
8513	LDLRAD4	chr18	13641756	13645711	61	rs1785184	13655312.0	0.02026
8514	LDLRAP1	chr1	25891081	25894127	46	rs116760995	25891980.0	0.3189
8515	LDOC1	chrX	140269940	140271310	53	rs4824993	140273959.0	0.1115
8516	LEAP2	chr5	132209357	132210387	59	chr5_132216407_I	132216407.0	0.1606
8517	LECT2	chr5	135286560	135290671	114	rs115648250	135288970.0	0.1862
8518	LEF1	chr4	108991585	108999561	84	chr4_108998331_D	108998331.0	0.01339
8519	LEFTY1	chr1	226075484	226099082	162	rs360097	226065755.0	0.002819
8520	LEFTY2	chr1	226127131	226127801	44	rs112818382	226117637.0	0.01678
8521	LEKR1	chr3	156638455	156660586	122	rs150588129	156659992.0	0.001239
8522	LELP1	chr1	153175918	153177596	71	rs12145115	153179923.0	0.03738
8523	LEMD1	chr1	205350505	205389702	205	rs61824220	205360325.0	0.000234
8524	LEMD2	chr6	33747778	33752417	105	rs4711350	33741716.0	1.501e-08
8525	LEMD3	chr12	65639329	65640170	32	rs17177865	65639404.0	0.003018
8526	LENEP	chr1	154966063	154966618	28	rs6427111	154969646.0	0.0008127
8527	LENG1	chr19	54658898	54663620	80	rs182194082	54672755.0	0.02491
8528	LENG8	chr19	54969593	54972892	102	rs114844587	54960460.0	0.04651
8529	LEO1	chr15	52245411	52247258	57	rs71472920	52238148.0	0.0712
8530	LEP	chr7	127881336	127897681	116	rs28954099	127890778.0	1.277e-05
8531	LEPR	chr1	66085622	66089067	90	chr1_66091656_D	66091656.0	0.01848
8532	LEPROT	chr1	65886392	65895986	77	rs41301082	65880248.0	0.02576
8533	LEPROTL1	chr8	29959455	29962603	70	chr8_29949904_D	29949904.0	0.06977
8534	LETM1	chr4	1848200	1857698	34	rs116753949	1843324.0	0.005987
8535	LETM2	chr8	38264004	38266061	24	rs4647903	38272582.0	5.222e-07
8536	LETMD1	chr12	51450153	51453432	79	rs35713963	51446570.0	0.04768
8537	LEUTX	chr19	40267234	40276775	113	rs73040931	40268245.0	0.02726
8538	LEXM	chr1	55271774	55307925	271	chr1_55262368_I	55262368.0	0.01633
8539	LFNG	chr7	2563226	2566505	66	rs148742953	2568404.0	0.009062
8540	LGALS1	chr22	38073005	38075809	66	rs34195652	38071462.0	0.09549
8541	LGALS2	chr22	37967855	37978623	141	rs71324860	37982182.0	0.01524
8542	LGALS3	chr14	55604761	55607158	68	rs146268003	55605884.0	0.04364
8543	LGALS3BP	chr17	76972906	76975957	79	rs1114624	76973337.0	0.004818
8544	LGALS4	chr19	39299537	39303585	84	rs150693317	39311501.0	0.0001598
8545	LGALS7	chr19	39262523	39264072	107	rs144078445	39255850.0	0.00528
8546	LGALS7B	chr19	39281167	39282388	97	rs117453850	39274964.0	0.00829
8547	LGALS8	chr1	236706595	236708501	211	rs56115130	236712989.0	0.09247
8548	LGALS9	chr17	25971151	25976581	84	rs117443838	25984015.0	0.0877
8549	LGALS9B	chr17	20359873	20361573	16	rs1725685	20369490.0	0.0002467
8550	LGALS9C	chr17	18395482	18396053	1	rs190937203	18389364.0	0.09393
8551	LGALS12	chr11	63275458	63284239	42	rs933186	63281594.0	0.03271
8552	LGALS13	chr19	40095731	40098113	46	rs72480725	40093912.0	0.0005919
8553	LGALS14	chr19	40195141	40200052	72	rs11671409	40197686.0	0.0292
8554	LGALS16	chr19	40146558	40151287	64	rs4474814	40143492.0	0.002397
8555	LGALSL	chr2	64681675	64688515	74	rs4671590	64676821.0	0.01097
8556	LGI1	chr10	95537313	95538744	92	rs11813787	95536894.0	0.02625
8557	LGI2	chr4	25001388	25032287	238	rs16876655	25038901.0	0.005555
8558	LGI3	chr8	22009404	22014190	54	rs12542681	22023757.0	0.006029
8559	LGI4	chr19	35622435	35625532	62	rs77635806	35617513.0	0.00236
8560	LGMN	chr14	93207777	93214971	70	rs7159834	93220937.0	0.06391
8561	LGR4	chr11	27406792	27493861	223	rs11030005	27457751.0	0.002402
8562	LGR5	chr12	71965043	71972699	110	rs1148999	71980455.0	0.007141
8563	LGR6	chr1	202245428	202250141	45	rs11586832	202251910.0	0.009989
8564	LGSN	chr6	63989540	64029882	70	rs2347470	63997318.0	9.462e-05
8565	LHB	chr19	49519236	49520338	125	chr19_49510963_I	49510963.0	0.04089
8566	LHCGR	chr2	48947178	48982708	273	rs71407518	48966394.0	0.003318
8567	LHFPL1	chrX	111874501	111923282	160	rs58253564	111890417.0	0.03823
8568	LHFPL2	chr5	77920639	77937985	66	rs112101376	77919743.0	0.00617
8569	LHFPL3	chr7	103969147	104547201	2143	chr7_104080486_I	104080486.0	6.071e-06
8570	LHFPL4	chr3	9594255	9595479	63	rs13064960	9601151.0	0.003493
8571	LHFPL5	chr6	35779021	35801651	128	chr6_35776071_I	35776071.0	0.008731
8572	LHFPL6	chr13	40175449	40177665	28	rs115784868	40184344.0	0.05318
8573	LHPP	chr10	126301401	126301953	124	rs55799518	126292597.0	0.03628
8574	LHX2	chr9	126777675	126795580	121	rs10733665	126797749.0	0.02183
8575	LHX3	chr9	139088096	139096955	80	chr9_139082491_D	139082491.0	0.01855
8576	LHX4	chr1	180199432	180217832	178	rs355628	180204937.0	0.01496
8577	LHX5	chr12	113909287	113910085	61	rs7316592	113915255.0	0.1869
8578	LHX6	chr9	124989694	124991905	42	rs4837951	124995282.0	0.07685
8579	LHX8	chr1	75624972	75627216	54	rs112222856	75621208.0	0.02712
8580	LHX9	chr1	197886528	197899273	90	rs2062480	197905400.0	0.008248
8581	LIAS	chr4	39460739	39467692	131	rs182138701	39469991.0	0.0006815
8582	LIF	chr22	30639521	30642728	44	rs59434926	30632133.0	0.009097
8583	LIFR	chr5	38595072	38608456	86	rs3099115	38608138.0	0.03833
8584	LIG1	chr19	48665540	48673465	145	rs7246696	48673212.0	0.1173
8585	LIG3	chr17	33329852	33331391	27	rs2074517	33324678.0	0.08601
8586	LIG4	chr13	108859793	108870716	97	rs3093773	108859327.0	0.01302
8587	LILRA1	chr19	55105124	55113555	227	rs28542775	55104958.0	0.01126
8588	LILRA2	chr19	55087538	55099014	200	chr19_55079136_I	55079136.0	0.008692
8589	LILRA4	chr19	54849482	54850376	105	rs73061008	54856354.0	0.0545
8590	LILRA5	chr19	54822552	54824368	71	rs11671231	54822205.0	0.06115
8591	LILRA6	chr19	54744913	54746621	133	rs2361797	54753543.0	0.001323
8592	LILRB1	chr19	55146343	55147556	148	rs4021203	55145950.0	0.004432
8593	LILRB2	chr19	54783704	54784316	99	rs148534450	54794131.0	0.02252
8594	LILRB3	chr19	54725882	54726959	120	rs12985875	54718154.0	0.006835
8595	LILRB4	chr19	55177736	55178489	106	rs73616404	55181805.0	0.002853
8596	LILRB5	chr19	54754409	54761108	111	rs2361797	54753543.0	0.001323
8597	LIM2	chr19	51883163	51891214	119	rs144534585	51879290.0	0.1427
8598	LIMA1	chr12	50616100	50643676	68	rs8181679	50611020.0	4.238e-06
8599	LIMCH1	chr4	41695212	41700496	71	rs57243635	41697646.0	0.003456
8600	LIMD1	chr3	45707166	45716058	87	rs145878654	45702150.0	0.07075
8601	LIMD2	chr17	61775968	61778532	36	rs9897229	61782325.0	0.06861
8602	LIME1	chr20	62369557	62370456	75	rs1887406	62379990.0	0.0002935
8603	LIMK1	chr7	73511432	73525770	65	rs2269082	73519875.0	0.001521
8604	LIMK2	chr22	31668659	31674572	68	rs2413045	31665862.0	1.455e-05
8605	LIMS1	chr2	109292332	109297468	77	rs6734945	109297884.0	0.01643
8606	LIMS2	chr2	128399699	128404253	112	rs2244513	128400992.0	0.04283
8607	LIMS3	chr2	110659118	110664031	0			
8608	LIMS4	chr2	111225490	111230511	0			
8609	LIN7A	chr12	81239342	81283127	222	rs10862202	81240753.0	0.02966
8610	LIN7B	chr19	49619374	49621252	76	rs12975592	49626387.0	6.996e-05
8611	LIN7C	chr11	27516444	27528316	62	rs117038400	27523616.0	0.0005941
8612	LIN9	chr1	226475393	226496772	81	rs4570387	226482165.0	0.001014
8613	LIN28A	chr1	26737307	26756210	93	rs9438623	26755919.0	0.01261
8614	LIN28B	chr6	105404922	105531207	253	rs78370910	105472320.0	3.6e-07
8615	LIN37	chr19	36244740	36245419	49	rs231244	36243190.0	0.07099
8616	LIN52	chr14	74552207	74564563	127	chr14_74574552_I	74574552.0	0.1046
8617	LIN54	chr4	83905314	83934064	106	rs12498238	83914097.0	0.003455
8618	LINGO1	chr15	77907285	77926695	145	rs28661259	77915301.0	0.002426
8619	LINGO2	chr9	27948559	28026318	423	rs77890824	27999185.0	0.001483
8620	LINGO3	chr19	2289782	2292023	77	rs10420010	2280776.0	0.01035
8621	LINGO4	chr1	151772739	151778630	53	rs12124047	151777927.0	0.01182
8622	LINS1	chr15	101121103	101143435	214	rs55896541	101143981.0	0.01828
8623	LIPA	chr10	91095092	91102416	145	rs41284138	91100907.0	0.03545
8624	LIPC	chr15	58833946	58840771	79	rs59699190	58833742.0	0.002262
8625	LIPE	chr19	42914733	42916499	7	rs35595562	42906271.0	0.0503
8626	LIPF	chr10	90435249	90438271	75	rs17287086	90431241.0	0.0002165
8627	LIPG	chr18	47088714	47094133	87	rs3819166	47102102.0	0.0074
8628	LIPH	chr3	185251463	185270298	149	rs1629676	185244959.0	0.006481
8629	LIPI	chr21	15537571	15561424	220	rs34283087	15527705.0	0.009507
8630	LIPJ	chr10	90354502	90366580	55	rs112373662	90358747.0	0.01873
8631	LIPK	chr10	90484300	90512543	242	rs79199965	90504280.0	0.01417
8632	LIPM	chr10	90562704	90580303	140	rs3910679	90579609.0	0.0008054
8633	LIPN	chr10	90521162	90537999	161	chr10_90544501_D	90544501.0	0.004614
8634	LIPT1	chr2	99771543	99778538	89	rs2309582	99784307.0	0.3702
8635	LIPT2	chr11	74203372	74204692	77	rs145649948	74209185.0	0.09564
8636	LITAF	chr16	11643215	11650300	120	rs9923255	11651449.0	0.0178
8637	LIX1	chr5	96443187	96478457	117	rs316202	96463225.0	0.01439
8638	LKAAEAR1	chr20	62714751	62715712	45	rs4470390	62707481.0	0.02446
8639	LLCFC1	chr7	142636602	142637955	65	rs4252530	142629782.0	0.0419
8640	LLGL1	chr17	18137215	18148189	68	rs4556848	18134867.0	0.008138
8641	LLGL2	chr17	73570234	73571288	144	rs72854920	73578749.0	0.05283
8642	LLPH	chr12	66517086	66524482	62	chr12_66516913_I	66516913.0	0.1594
8643	LMAN1	chr18	57019912	57026497	111	rs11877649	57032980.0	0.01815
8644	LMAN1L	chr15	75116528	75118095	42	rs7176022	75107880.0	0.005781
8645	LMAN2	chr5	176764435	176778668	63	rs113978759	176758618.0	0.02634
8646	LMAN2L	chr2	97373414	97377651	25	rs67570263	97383007.0	5.301e-05
8647	LMBR1	chr7	156526554	156555871	155	rs138471821	156532962.0	0.03106
8648	LMBR1L	chr12	49500473	49504630	34	rs148632652	49511081.0	0.0641
8649	LMBRD1	chr6	70385748	70506777	546	rs35214058	70378368.0	5.446e-05
8650	LMBRD2	chr5	36141142	36142859	35	rs116044689	36140664.0	0.01338
8651	LMCD1	chr3	8578868	8592135	139	chr3_8580932_D	8580932.0	0.02214
8652	LMF1	chr16	1002574	1020982	293	chr16_1002316_I	1002316.0	0.002543
8653	LMF2	chr22	50944824	50945679	110	rs6009977	50949396.0	0.0008989
8654	LMLN	chr3	197717484	197726613	86	rs114968967	197711176.0	0.02724
8655	LMNA	chr1	156107252	156108894	75	rs1468772	156116488.0	0.001213
8656	LMNB1	chr5	126154619	126161801	94	rs140828888	126169938.0	0.008317
8657	LMNB2	chr19	2435000	2437119	99	chr19_2430120_D	2430120.0	0.01591
8658	LMNTD1	chr12	25699443	25801513	456	chr12_25775397_I	25775397.0	0.002082
8659	LMNTD2	chr11	558475	560143	123	chr11_562154	562154.0	0.003096
8660	LMO1	chr11	8246025	8285405	298	rs7933103	8239048.0	0.01706
8661	LMO2	chr11	33891090	33892075	69	rs7129271	33888012.0	0.06839
8662	LMO3	chr12	16753619	16755227	19	rs74774526	16757757.0	0.1216
8663	LMO4	chr1	87797463	87810698	98	rs10873832	87815631.0	0.007502
8664	LMO7	chr13	76430772	76432811	79	rs73229913	76441378.0	0.01755
8665	LMOD1	chr1	201865579	201915715	195	chr1_201885644_D	201885644.0	0.002165
8666	LMOD2	chr7	123295922	123303642	59	rs2402669	123297460.0	0.0001273
8667	LMOD3	chr3	69157874	69172183	128	rs148213190	69159731.0	0.04126
8668	LMTK2	chr7	97755876	97780767	115	rs17169320	97751768.0	0.003612
8669	LMTK3	chr19	48988527	49015061	94	rs28541882	48980534.0	0.06637
8670	LMX1A	chr1	165172644	165182517	87	rs3738193	165182355.0	0.009951
8671	LMX1B	chr9	129376747	129458828	358	rs117166072	129433205.0	0.007284
8672	LNP1	chr3	100120454	100175145	161	rs9843705	100149065.0	0.01923
8673	LNPEP	chr5	96331716	96333788	86	chr5_96332085_D	96332085.0	0.002335
8674	LNPK	chr2	176857908	176867514	82	rs17394682	176858615.0	0.01167
8675	LNX1	chr4	54440223	54518644	371	rs2668565	54526902.0	0.005292
8676	LNX2	chr13	28120049	28194541	360	rs7317084	28198098.0	0.0005587
8677	LONP1	chr19	5717365	5720174	57	rs113636990	5724376.0	0.006342
8678	LONP2	chr16	48390359	48395953	46	rs75987974	48396870.0	0.01303
8679	LONRF1	chr8	12595537	12613582	128	rs12548700	12609954.0	0.0001005
8680	LONRF2	chr2	100900003	100925967	197	rs72821169	100921592.0	0.02756
8681	LONRF3	chrX	118110294	118151946	157	rs144692414	118111021.0	0.02151
8682	LOR	chr1	153232175	153234598	75	chr1_153233488_I	153233488.0	0.04435
8683	LOX	chr5	121406214	121413167	60	rs72786962	121418603.0	0.3453
8684	LOXHD1	chr18	44126969	44139252	168	rs55761320	44143533.0	1.591e-05
8685	LOXL1	chr15	74240168	74244477	104	rs3522	74244344.0	0.01631
8686	LOXL2	chr8	23261418	23282814	168	chr8_23259588_D	23259588.0	0.004725
8687	LOXL3	chr2	74766919	74779774	31	rs17010021	74761539.0	0.02661
8688	LOXL4	chr10	100007446	100028007	103	rs17524355	100013438.0	0.09444
8689	LPA	chr6	160952514	161085291	308	rs74334585	161011907.0	0.0017
8690	LPAR1	chr9	113703947	113800738	378	rs73541418	113743042.0	5.224e-05
8691	LPAR2	chr19	19738656	19739359	30	rs8101679	19733877.0	2.587e-07
8692	LPAR3	chr1	85279598	85331827	252	rs75477436	85317452.0	0.004836
8693	LPAR4	chrX	78003230	78010324	68	rs17317336	78015373.0	0.01605
8694	LPAR5	chr12	6729598	6745126	62	rs141230209	6741258.0	0.05574
8695	LPAR6	chr13	48996782	49018802	64	rs3020645	49004885.0	0.006243
8696	LPCAT1	chr5	1488491	1495043	132	rs144896099	1488147.0	0.01459
8697	LPCAT2	chr16	55612929	55617149	53	rs56946175	55610242.0	0.02531
8698	LPCAT3	chr12	7090969	7125778	89	rs112054690	7132802.0	0.01614
8699	LPCAT4	chr15	34657299	34659182	101	rs117799466	34659517.0	1.168e-06
8700	LPGAT1	chr1	212002520	212004064	73	rs146253936	211993068.0	0.02233
8701	LPIN1	chr2	11963205	11965196	46	rs115675927	11974582.0	0.03119
8702	LPIN2	chr18	2972357	2982807	90	rs191472010	2990853.0	0.001609
8703	LPIN3	chr20	39986615	39987533	65	rs2235593	39989868.0	0.01323
8704	LPL	chr8	19796882	19805996	129	rs12375318	19788015.0	0.0002987
8705	LPO	chr17	56329542	56345879	68	rs8079006	56346469.0	0.001392
8706	LPP	chr3	188461434	188464402	97	rs3732908	188461543.0	0.02073
8707	LPXN	chr11	58322227	58343356	78	rs2510555	58325797.0	0.01009
8708	LRAT	chr4	155666598	155670332	45	chr4_155657309_I	155657309.0	0.2386
8709	LRBA	chr4	151933980	151936879	37	rs149284083	151928270.0	0.00784
8710	LRCH1	chr13	47254168	47263296	103	rs117713524	47244315.0	0.009715
8711	LRCH2	chrX	114345685	114468628	224	rs149991839	114474502.0	0.01995
8712	LRCH3	chr3	197602564	197610556	87	rs111376227	197594332.0	0.005318
8713	LRCH4	chr7	100179760	100183752	44	rs145042937	100187349.0	0.02078
8714	LRCOL1	chr12	133182399	133187037	153	chr12_133184501_I	133184501.0	0.001952
8715	LRFN1	chr19	39797207	39805976	53	rs251911	39811724.0	0.001071
8716	LRFN2	chr6	40359324	40555204	897	rs62395889	40405568.0	0.000435
8717	LRFN3	chr19	36428021	36436095	101	rs7253501	36432756.0	0.0522
8718	LRFN4	chr11	66624972	66627946	27	rs2513658	66628249.0	0.000651
8719	LRFN5	chr14	42077580	42079330	40	rs56321769	42078975.0	0.01534
8720	LRG1	chr19	4538485	4540048	53	rs116298910	4538255.0	0.03153
8721	LRGUK	chr7	133812110	133826451	144	rs17828320	133822816.0	0.001571
8722	LRIF1	chr1	111489843	111506587	80	rs61805647	111482396.0	0.005362
8723	LRIG1	chr3	66501981	66519669	82	rs115373438	66498909.0	0.04981
8724	LRIG2	chr1	113645822	113667619	91	rs10494148	113663927.0	0.01929
